enum	value_dec	value_hex	name	base
PropertyBool	123	0x7B	TopLayerPriority	dec
PropertyBool	124	0x7C	NoHeldItemShown	dec
PropertyBool	125	0x7D	LoginAtLifestone	dec
PropertyBool	126	0x7E	OlthoiPk	dec
PropertyBool	127	0x7F	Account15Days	dec
PropertyBool	128	0x80	HadNoVitae	dec
PropertyBool	129	0x81	NoOlthoiTalk	dec
PropertyBool	130	0x82	AutowieldLeft	dec
PropertyDataId	1	0x1	Setup	dec
PropertyDataId	2	0x2	MotionTable	dec
PropertyDataId	3	0x3	SoundTable	dec
PropertyDataId	4	0x4	CombatTable	dec
PropertyDataId	5	0x5	QualityFilter	dec
PropertyDataId	6	0x6	PaletteBase	dec
PropertyDataId	7	0x7	ClothingBase	dec
PropertyDataId	8	0x8	Icon	dec
PropertyDataId	9	0x9	EyesTexture	dec
PropertyDataId	10	0xA	NoseTexture	dec
PropertyDataId	11	0xB	MouthTexture	dec
PropertyDataId	12	0xC	DefaultEyesTexture	dec
PropertyDataId	13	0xD	DefaultNoseTexture	dec
PropertyDataId	14	0xE	DefaultMouthTexture	dec
PropertyDataId	15	0xF	HairPalette	dec
PropertyDataId	16	0x10	EyesPalette	dec
PropertyDataId	17	0x11	SkinPalette	dec
PropertyDataId	18	0x12	HeadObject	dec
PropertyDataId	19	0x13	ActivationAnimation	dec
PropertyDataId	20	0x14	InitMotion	dec
PropertyDataId	21	0x15	ActivationSound	dec
PropertyDataId	22	0x16	PhysicsEffectTable	dec
PropertyDataId	23	0x17	UseSound	dec
PropertyDataId	24	0x18	UseTargetAnimation	dec
PropertyDataId	25	0x19	UseTargetSuccessAnimation	dec
PropertyDataId	26	0x1A	UseTargetFailureAnimation	dec
PropertyDataId	27	0x1B	UseUserAnimation	dec
PropertyDataId	28	0x1C	Spell	dec
PropertyDataId	29	0x1D	SpellComponent	dec
PropertyDataId	30	0x1E	PhysicsScript	dec
PropertyDataId	31	0x1F	LinkedPortalOne	dec
PropertyDataId	32	0x20	WieldedTreasureType	dec
PropertyDataId	33	0x21	InventoryTreasureType	dec
PropertyDataId	34	0x22	ShopTreasureType	dec
PropertyDataId	35	0x23	DeathTreasureType	dec
PropertyDataId	36	0x24	MutateFilter	dec
PropertyDataId	37	0x25	ItemSkillLimit	dec
PropertyDataId	38	0x26	UseCreateItem	dec
PropertyDataId	39	0x27	DeathSpell	dec
PropertyDataId	40	0x28	VendorsClassId	dec
PropertyDataId	41	0x29	ItemSpecializedOnly	dec
PropertyDataId	42	0x2A	HouseId	dec
PropertyDataId	43	0x2B	AccountHouseId	dec
PropertyDataId	44	0x2C	RestrictionEffect	dec
PropertyDataId	45	0x2D	CreationMutationFilter	dec
PropertyDataId	46	0x2E	TsysMutationFilter	dec
PropertyDataId	47	0x2F	LastPortal	dec
PropertyDataId	48	0x30	LinkedPortalTwo	dec
PropertyDataId	49	0x31	OriginalPortal	dec
PropertyDataId	50	0x32	IconOverlay	dec
PropertyDataId	51	0x33	IconOverlaySecondary	dec
PropertyDataId	52	0x34	IconUnderlay	dec
PropertyDataId	53	0x35	AugmentationMutationFilter	dec
PropertyDataId	54	0x36	AugmentationEffect	dec
PropertyDataId	55	0x37	ProcSpell	dec
PropertyDataId	56	0x38	AugmentationCreateItem	dec
PropertyDataId	57	0x39	AlternateCurrency	dec
PropertyDataId	58	0x3A	BlueSurgeSpell	dec
PropertyDataId	59	0x3B	YellowSurgeSpell	dec
PropertyDataId	60	0x3C	RedSurgeSpell	dec
PropertyDataId	61	0x3D	OlthoiDeathTreasureType	dec
PropertyFloat	0	0x0	Undef	dec
PropertyFloat	1	0x1	HeartbeatInterval	dec
PropertyFloat	2	0x2	HeartbeatTimestamp	dec
PropertyFloat	3	0x3	HealthRate	dec
PropertyFloat	4	0x4	StaminaRate	dec
PropertyFloat	5	0x5	ManaRate	dec
PropertyFloat	6	0x6	HealthUponResurrection	dec
PropertyFloat	7	0x7	StaminaUponResurrection	dec
PropertyFloat	8	0x8	ManaUponResurrection	dec
PropertyFloat	9	0x9	StartTime	dec
PropertyFloat	10	0xA	StopTime	dec
PropertyFloat	11	0xB	ResetInterval	dec
PropertyFloat	12	0xC	Shade	dec
PropertyFloat	13	0xD	ArmorModVsSlash	dec
PropertyFloat	14	0xE	ArmorModVsPierce	dec
PropertyFloat	15	0xF	ArmorModVsBludgeon	dec
PropertyFloat	16	0x10	ArmorModVsCold	dec
PropertyFloat	17	0x11	ArmorModVsFire	dec
PropertyFloat	18	0x12	ArmorModVsAcid	dec
PropertyFloat	19	0x13	ArmorModVsElectric	dec
PropertyFloat	20	0x14	CombatSpeed	dec
PropertyFloat	21	0x15	WeaponLength	dec
PropertyFloat	22	0x16	DamageVariance	dec
PropertyFloat	23	0x17	CurrentPowerMod	dec
PropertyFloat	24	0x18	AccuracyMod	dec
PropertyFloat	25	0x19	StrengthMod	dec
PropertyFloat	26	0x1A	MaximumVelocity	dec
PropertyFloat	27	0x1B	RotationSpeed	dec
PropertyFloat	28	0x1C	MotionTimestamp	dec
PropertyFloat	29	0x1D	WeaponDefense	dec
PropertyFloat	30	0x1E	WimpyLevel	dec
PropertyFloat	31	0x1F	VisualAwarenessRange	dec
PropertyFloat	32	0x20	AuralAwarenessRange	dec
PropertyFloat	33	0x21	PerceptionLevel	dec
PropertyFloat	34	0x22	PowerupTime	dec
PropertyFloat	35	0x23	MaxChargeDistance	dec
PropertyFloat	36	0x24	ChargeSpeed	dec
PropertyFloat	37	0x25	BuyPrice	dec
PropertyFloat	38	0x26	SellPrice	dec
PropertyFloat	39	0x27	DefaultScale	dec
PropertyFloat	40	0x28	LockpickMod	dec
PropertyFloat	41	0x29	RegenerationInterval	dec
PropertyFloat	42	0x2A	RegenerationTimestamp	dec
PropertyFloat	43	0x2B	GeneratorRadius	dec
PropertyFloat	44	0x2C	TimeToRot	dec
PropertyFloat	45	0x2D	DeathTimestamp	dec
PropertyFloat	46	0x2E	PkTimestamp	dec
PropertyFloat	47	0x2F	VictimTimestamp	dec
PropertyFloat	48	0x30	LoginTimestamp	dec
PropertyFloat	49	0x31	CreationTimestamp	dec
PropertyFloat	50	0x32	MinimumTimeSincePk	dec
PropertyFloat	51	0x33	DeprecatedHousekeepingPriority	dec
PropertyFloat	52	0x34	AbuseLoggingTimestamp	dec
PropertyFloat	53	0x35	LastPortalTeleportTimestamp	dec
PropertyFloat	54	0x36	UseRadius	dec
PropertyFloat	55	0x37	HomeRadius	dec
PropertyFloat	56	0x38	ReleasedTimestamp	dec
PropertyFloat	57	0x39	MinHomeRadius	dec
PropertyFloat	58	0x3A	Facing	dec
PropertyFloat	59	0x3B	ResetTimestamp	dec
PropertyFloat	60	0x3C	LogoffTimestamp	dec
PropertyFloat	61	0x3D	EconRecoveryInterval	dec
PropertyFloat	62	0x3E	WeaponOffense	dec
PropertyFloat	63	0x3F	DamageMod	dec
PropertyFloat	64	0x40	ResistSlash	dec
PropertyFloat	65	0x41	ResistPierce	dec
PropertyFloat	66	0x42	ResistBludgeon	dec
PropertyFloat	67	0x43	ResistFire	dec
PropertyFloat	68	0x44	ResistCold	dec
PropertyFloat	69	0x45	ResistAcid	dec
PropertyFloat	70	0x46	ResistElectric	dec
PropertyFloat	71	0x47	ResistHealthBoost	dec
PropertyFloat	72	0x48	ResistStaminaDrain	dec
PropertyFloat	73	0x49	ResistStaminaBoost	dec
PropertyFloat	74	0x4A	ResistManaDrain	dec
PropertyFloat	75	0x4B	ResistManaBoost	dec
PropertyFloat	76	0x4C	Translucency	dec
PropertyFloat	77	0x4D	PhysicsScriptIntensity	dec
PropertyFloat	78	0x4E	Friction	dec
PropertyFloat	79	0x4F	Elasticity	dec
PropertyFloat	80	0x50	AiUseMagicDelay	dec
PropertyFloat	81	0x51	ItemMinSpellcraftMod	dec
PropertyFloat	82	0x52	ItemMaxSpellcraftMod	dec
PropertyFloat	83	0x53	ItemRankProbability	dec
PropertyFloat	84	0x54	Shade2	dec
PropertyFloat	85	0x55	Shade3	dec
PropertyFloat	86	0x56	Shade4	dec
PropertyFloat	87	0x57	ItemEfficiency	dec
PropertyFloat	88	0x58	ItemManaUpdateTimestamp	dec
PropertyFloat	89	0x59	SpellGestureSpeedMod	dec
PropertyFloat	90	0x5A	SpellStanceSpeedMod	dec
PropertyFloat	91	0x5B	AllegianceAppraisalTimestamp	dec
PropertyFloat	92	0x5C	PowerLevel	dec
PropertyFloat	93	0x5D	AccuracyLevel	dec
PropertyFloat	94	0x5E	AttackAngle	dec
PropertyFloat	95	0x5F	AttackTimestamp	dec
PropertyFloat	96	0x60	CheckpointTimestamp	dec
PropertyFloat	97	0x61	SoldTimestamp	dec
PropertyFloat	98	0x62	UseTimestamp	dec
PropertyFloat	99	0x63	UseLockTimestamp	dec
PropertyFloat	100	0x64	HealkitMod	dec
PropertyFloat	101	0x65	FrozenTimestamp	dec
PropertyFloat	102	0x66	HealthRateMod	dec
PropertyFloat	103	0x67	AllegianceSwearTimestamp	dec
PropertyFloat	104	0x68	ObviousRadarRange	dec
PropertyFloat	105	0x69	HotspotCycleTime	dec
PropertyFloat	106	0x6A	HotspotCycleTimeVariance	dec
PropertyFloat	107	0x6B	SpamTimestamp	dec
PropertyFloat	108	0x6C	SpamRate	dec
PropertyFloat	109	0x6D	BondWieldedTreasure	dec
PropertyFloat	110	0x6E	BulkMod	dec
PropertyFloat	111	0x6F	SizeMod	dec
PropertyFloat	112	0x70	GagTimestamp	dec
PropertyFloat	113	0x71	GeneratorUpdateTimestamp	dec
PropertyFloat	114	0x72	DeathSpamTimestamp	dec
PropertyFloat	115	0x73	DeathSpamRate	dec
PropertyFloat	116	0x74	WildAttackProbability	dec
PropertyFloat	117	0x75	FocusedProbability	dec
PropertyFloat	118	0x76	CrashAndTurnProbability	dec
PropertyFloat	119	0x77	CrashAndTurnRadius	dec
PropertyFloat	120	0x78	CrashAndTurnBias	dec
PropertyFloat	121	0x79	GeneratorInitialDelay	dec
PropertyFloat	122	0x7A	AiAcquireHealth	dec
PropertyFloat	123	0x7B	AiAcquireStamina	dec
PropertyFloat	124	0x7C	AiAcquireMana	dec
PropertyFloat	125	0x7D	ResistHealthDrain	dec
PropertyFloat	126	0x7E	LifestoneProtectionTimestamp	dec
PropertyFloat	127	0x7F	AiCounteractEnchantment	dec
PropertyFloat	128	0x80	AiDispelEnchantment	dec
PropertyFloat	129	0x81	TradeTimestamp	dec
PropertyFloat	130	0x82	AiTargetedDetectionRadius	dec
PropertyFloat	131	0x83	EmotePriority	dec
PropertyFloat	132	0x84	LastTeleportStartTimestamp	dec
PropertyFloat	133	0x85	EventSpamTimestamp	dec
PropertyFloat	134	0x86	EventSpamRate	dec
PropertyFloat	135	0x87	InventoryOffset	dec
PropertyFloat	136	0x88	CriticalMultiplier	dec
PropertyFloat	137	0x89	ManaStoneDestroyChance	dec
PropertyFloat	138	0x8A	SlayerDamageBonus	dec
PropertyFloat	139	0x8B	AllegianceInfoSpamTimestamp	dec
PropertyFloat	140	0x8C	AllegianceInfoSpamRate	dec
PropertyFloat	141	0x8D	NextSpellcastTimestamp	dec
PropertyFloat	142	0x8E	AppraisalRequestedTimestamp	dec
PropertyFloat	143	0x8F	AppraisalHeartbeatDueTimestamp	dec
PropertyFloat	144	0x90	ManaConversionMod	dec
PropertyFloat	145	0x91	LastPkAttackTimestamp	dec
PropertyFloat	146	0x92	FellowshipUpdateTimestamp	dec
PropertyFloat	147	0x93	CriticalFrequency	dec
PropertyFloat	148	0x94	LimboStartTimestamp	dec
PropertyFloat	149	0x95	WeaponMissileDefense	dec
PropertyFloat	150	0x96	WeaponMagicDefense	dec
PropertyFloat	151	0x97	IgnoreShield	dec
PropertyFloat	152	0x98	ElementalDamageMod	dec
PropertyFloat	153	0x99	StartMissileAttackTimestamp	dec
PropertyFloat	154	0x9A	LastRareUsedTimestamp	dec
PropertyFloat	155	0x9B	IgnoreArmor	dec
PropertyFloat	156	0x9C	ProcSpellRate	dec
PropertyFloat	157	0x9D	ResistanceModifier	dec
PropertyFloat	158	0x9E	AllegianceGagTimestamp	dec
PropertyFloat	159	0x9F	AbsorbMagicDamage	dec
PropertyFloat	160	0xA0	CachedMaxAbsorbMagicDamage	dec
PropertyFloat	161	0xA1	GagDuration	dec
PropertyFloat	162	0xA2	AllegianceGagDuration	dec
PropertyFloat	163	0xA3	GlobalXpMod	dec
PropertyFloat	164	0xA4	HealingModifier	dec
PropertyFloat	165	0xA5	ArmorModVsNether	dec
PropertyFloat	166	0xA6	ResistNether	dec
PropertyFloat	167	0xA7	CooldownDuration	dec
PropertyFloat	168	0xA8	WeaponAuraOffense	dec
PropertyFloat	169	0xA9	WeaponAuraDefense	dec
PropertyFloat	170	0xAA	WeaponAuraElemental	dec
PropertyFloat	171	0xAB	WeaponAuraManaConv	dec
PropertyInstanceId	1	0x1	Owner	dec
PropertyInstanceId	2	0x2	Container	dec
PropertyInstanceId	3	0x3	Wielder	dec
PropertyInstanceId	4	0x4	Freezer	dec
PropertyInstanceId	5	0x5	Viewer	dec
PropertyInstanceId	6	0x6	Generator	dec
PropertyInstanceId	7	0x7	Scribe	dec
PropertyInstanceId	8	0x8	CurrentCombatTarget	dec
PropertyInstanceId	9	0x9	CurrentEnemy	dec
PropertyInstanceId	10	0xA	ProjectileLauncher	dec
PropertyInstanceId	11	0xB	CurrentAttacker	dec
PropertyInstanceId	12	0xC	CurrentDamager	dec
PropertyInstanceId	13	0xD	CurrentFollowTarget	dec
PropertyInstanceId	14	0xE	CurrentAppraisalTarget	dec
PropertyInstanceId	15	0xF	CurrentFellowshipAppraisalTarget	dec
PropertyInstanceId	16	0x10	ActivationTarget	dec
PropertyInstanceId	17	0x11	Creator	dec
PropertyInstanceId	18	0x12	Victim	dec
PropertyInstanceId	19	0x13	Killer	dec
PropertyInstanceId	20	0x14	Vendor	dec
PropertyInstanceId	21	0x15	Customer	dec
PropertyInstanceId	22	0x16	Bonded	dec
PropertyInstanceId	23	0x17	Wounder	dec
PropertyInstanceId	24	0x18	Allegiance	dec
PropertyInstanceId	25	0x19	Patron	dec
PropertyInstanceId	26	0x1A	Monarch	dec
PropertyInstanceId	27	0x1B	CombatTarget	dec
PropertyInstanceId	28	0x1C	HealthQueryTarget	dec
PropertyInstanceId	29	0x1D	LastUnlocker	dec
PropertyInstanceId	30	0x1E	CrashAndTurnTarget	dec
PropertyInstanceId	31	0x1F	AllowedActivator	dec
PropertyInstanceId	32	0x20	HouseOwner	dec
PropertyInstanceId	33	0x21	House	dec
PropertyInstanceId	34	0x22	Slumlord	dec
PropertyInstanceId	35	0x23	ManaQueryTarget	dec
PropertyInstanceId	36	0x24	CurrentGame	dec
PropertyInstanceId	37	0x25	RequestedAppraisalTarget	dec
PropertyInstanceId	38	0x26	AllowedWielder	dec
PropertyInstanceId	39	0x27	AssignedTarget	dec
PropertyInstanceId	40	0x28	LimboSource	dec
PropertyInstanceId	41	0x29	Snooper	dec
PropertyInstanceId	42	0x2A	TeleportedCharacter	dec
PropertyInstanceId	43	0x2B	Pet	dec
PropertyInstanceId	44	0x2C	PetOwner	dec
PropertyInstanceId	45	0x2D	PetDevice	dec
PropertyInt	1	0x1	ItemType	dec
PropertyInt	2	0x2	CreatureType	dec
PropertyInt	3	0x3	PaletteTemplate	dec
PropertyInt	4	0x4	ClothingPriority	dec
PropertyInt	5	0x5	EncumbranceVal	dec
PropertyInt	6	0x6	ItemsCapacity	dec
PropertyInt	7	0x7	ContainersCapacity	dec
PropertyInt	8	0x8	Mass	dec
PropertyInt	9	0x9	ValidLocations	dec
PropertyInt	10	0xA	CurrentWieldedLocation	dec
PropertyInt	11	0xB	MaxStackSize	dec
PropertyInt	12	0xC	StackSize	dec
PropertyInt	13	0xD	StackUnitEncumbrance	dec
PropertyInt	14	0xE	StackUnitMass	dec
PropertyInt	15	0xF	StackUnitValue	dec
PropertyInt	16	0x10	ItemUseable	dec
PropertyInt	17	0x11	RareId	dec
PropertyInt	18	0x12	UiEffects	dec
PropertyInt	19	0x13	Value	dec
PropertyInt	20	0x14	CoinValue	dec
PropertyInt	21	0x15	TotalExperience	dec
PropertyInt	22	0x16	AvailableCharacter	dec
PropertyInt	23	0x17	TotalSkillCredits	dec
PropertyInt	24	0x18	AvailableSkillCredits	dec
PropertyInt	25	0x19	Level	dec
PropertyInt	26	0x1A	AccountRequirements	dec
PropertyInt	27	0x1B	ArmorType	dec
PropertyInt	28	0x1C	ArmorLevel	dec
PropertyInt	29	0x1D	AllegianceCpPool	dec
PropertyInt	30	0x1E	AllegianceRank	dec
PropertyInt	31	0x1F	ChannelsAllowed	dec
PropertyInt	32	0x20	ChannelsActive	dec
PropertyInt	33	0x21	Bonded	dec
PropertyInt	34	0x22	MonarchsRank	dec
PropertyInt	35	0x23	AllegianceFollowers	dec
PropertyInt	36	0x24	ResistMagic	dec
PropertyInt	37	0x25	ResistItemAppraisal	dec
PropertyInt	38	0x26	ResistLockpick	dec
PropertyInt	39	0x27	DeprecatedResistRepair	dec
PropertyInt	40	0x28	CombatMode	dec
PropertyInt	41	0x29	CurrentAttackHeight	dec
PropertyInt	42	0x2A	CombatCollisions	dec
PropertyInt	43	0x2B	NumDeaths	dec
PropertyInt	44	0x2C	Damage	dec
PropertyInt	45	0x2D	DamageType	dec
PropertyInt	46	0x2E	DefaultCombatStyle	dec
PropertyInt	47	0x2F	AttackType	dec
PropertyInt	48	0x30	WeaponSkill	dec
PropertyInt	49	0x31	WeaponTime	dec
PropertyInt	50	0x32	AmmoType	dec
PropertyInt	51	0x33	CombatUse	dec
PropertyInt	52	0x34	ParentLocation	dec
PropertyInt	53	0x35	PlacementPosition	dec
PropertyInt	54	0x36	WeaponEncumbrance	dec
PropertyInt	55	0x37	WeaponMass	dec
PropertyInt	56	0x38	ShieldValue	dec
PropertyInt	57	0x39	ShieldEncumbrance	dec
PropertyInt	58	0x3A	MissileInventoryLocation	dec
PropertyInt	59	0x3B	FullDamageType	dec
PropertyInt	60	0x3C	WeaponRange	dec
PropertyInt	61	0x3D	AttackersSkill	dec
PropertyInt	62	0x3E	DefendersSkill	dec
PropertyInt	63	0x3F	AttackersSkillValue	dec
PropertyInt	64	0x40	AttackersClass	dec
PropertyInt	65	0x41	Placement	dec
PropertyInt	66	0x42	CheckpointStatus	dec
PropertyInt	67	0x43	Tolerance	dec
PropertyInt	68	0x44	TargetingTactic	dec
PropertyInt	69	0x45	CombatTactic	dec
PropertyInt	70	0x46	HomesickTargetingTactic	dec
PropertyInt	71	0x47	NumFollowFailures	dec
PropertyInt	72	0x48	FriendType	dec
PropertyInt	73	0x49	FoeType	dec
PropertyInt	74	0x4A	MerchandiseItemTypes	dec
PropertyInt	75	0x4B	MerchandiseMinValue	dec
PropertyInt	76	0x4C	MerchandiseMaxValue	dec
PropertyInt	77	0x4D	NumItemsSold	dec
PropertyInt	78	0x4E	NumItemsBought	dec
PropertyInt	79	0x4F	MoneyIncome	dec
PropertyInt	80	0x50	MoneyOutflow	dec
PropertyInt	81	0x51	MaxGeneratedObjects	dec
PropertyInt	82	0x52	InitGeneratedObjects	dec
PropertyInt	83	0x53	ActivationResponse	dec
PropertyInt	84	0x54	OriginalValue	dec
PropertyInt	85	0x55	NumMoveFailures	dec
PropertyInt	86	0x56	MinLevel	dec
PropertyInt	87	0x57	MaxLevel	dec
PropertyInt	88	0x58	LockpickMod	dec
PropertyInt	89	0x59	BoosterEnum	dec
PropertyInt	90	0x5A	BoostValue	dec
PropertyInt	91	0x5B	MaxStructure	dec
PropertyInt	92	0x5C	Structure	dec
PropertyInt	93	0x5D	PhysicsState	dec
PropertyInt	94	0x5E	TargetType	dec
PropertyInt	95	0x5F	RadarBlipColor	dec
PropertyInt	96	0x60	EncumbranceCapacity	dec
PropertyInt	97	0x61	LoginTimestamp	dec
PropertyInt	98	0x62	CreationTimestamp	dec
PropertyInt	99	0x63	PkLevelModifier	dec
PropertyInt	100	0x64	GeneratorType	dec
PropertyInt	101	0x65	AiAllowedCombatStyle	dec
PropertyInt	102	0x66	LogoffTimestamp	dec
PropertyInt	103	0x67	GeneratorDestructionType	dec
PropertyInt	104	0x68	ActivationCreateClass	dec
PropertyInt	105	0x69	ItemWorkmanship	dec
PropertyInt	106	0x6A	ItemSpellcraft	dec
PropertyInt	107	0x6B	ItemCurMana	dec
PropertyInt	108	0x6C	ItemMaxMana	dec
PropertyInt	109	0x6D	ItemDifficulty	dec
PropertyInt	110	0x6E	ItemAllegianceRankLimit	dec
PropertyInt	111	0x6F	PortalBitmask	dec
PropertyInt	112	0x70	AdvocateLevel	dec
PropertyInt	113	0x71	Gender	dec
PropertyInt	114	0x72	Attuned	dec
PropertyInt	115	0x73	ItemSkillLevelLimit	dec
PropertyInt	116	0x74	GateLogic	dec
PropertyInt	117	0x75	ItemManaCost	dec
PropertyInt	118	0x76	Logoff	dec
PropertyInt	119	0x77	Active	dec
PropertyInt	120	0x78	AttackHeight	dec
PropertyInt	121	0x79	NumAttackFailures	dec
PropertyInt	122	0x7A	AiCpThreshold	dec
PropertyInt	123	0x7B	AiAdvancementStrategy	dec
PropertyInt	124	0x7C	Version	dec
PropertyInt	125	0x7D	Age	dec
PropertyInt	126	0x7E	VendorHappyMean	dec
PropertyInt	127	0x7F	VendorHappyVariance	dec
PropertyInt	128	0x80	CloakStatus	dec
PropertyInt	129	0x81	VitaeCpPool	dec
PropertyInt	130	0x82	NumServicesSold	dec
PropertyInt	131	0x83	MaterialType	dec
PropertyInt	132	0x84	NumAllegianceBreaks	dec
PropertyInt	133	0x85	ShowableOnRadar	dec
PropertyInt	134	0x86	PlayerKillerStatus	dec
PropertyInt	135	0x87	VendorHappyMaxItems	dec
PropertyInt	136	0x88	ScorePageNum	dec
PropertyInt	137	0x89	ScoreConfigNum	dec
PropertyInt	138	0x8A	ScoreNumScores	dec
PropertyInt	139	0x8B	DeathLevel	dec
PropertyInt	140	0x8C	AiOptions	dec
PropertyInt	141	0x8D	OpenToEveryone	dec
PropertyInt	142	0x8E	GeneratorTimeType	dec
PropertyInt	143	0x8F	GeneratorStartTime	dec
PropertyInt	144	0x90	GeneratorEndTime	dec
PropertyInt	145	0x91	GeneratorEndDestructionType	dec
PropertyInt	146	0x92	XpOverride	dec
PropertyInt	147	0x93	NumCrashAndTurns	dec
PropertyInt	148	0x94	ComponentWarningThreshold	dec
PropertyInt	149	0x95	HouseStatus	dec
PropertyInt	150	0x96	HookPlacement	dec
PropertyInt	151	0x97	HookType	dec
PropertyInt	152	0x98	HookItemType	dec
PropertyInt	153	0x99	AiPpThreshold	dec
PropertyInt	154	0x9A	GeneratorVersion	dec
PropertyInt	155	0x9B	HouseType	dec
PropertyInt	156	0x9C	PickupEmoteOffset	dec
PropertyInt	157	0x9D	WeenieIteration	dec
PropertyInt	158	0x9E	WieldRequirements	dec
PropertyInt	159	0x9F	WieldSkillType	dec
PropertyInt	160	0xA0	WieldDifficulty	dec
PropertyInt	161	0xA1	HouseMaxHooksUsable	dec
PropertyInt	162	0xA2	HouseCurrentHooksUsable	dec
PropertyInt	163	0xA3	AllegianceMinLevel	dec
PropertyInt	164	0xA4	AllegianceMaxLevel	dec
PropertyInt	165	0xA5	HouseRelinkHookCount	dec
PropertyInt	166	0xA6	SlayerCreatureType	dec
PropertyInt	167	0xA7	ConfirmationInProgress	dec
PropertyInt	168	0xA8	ConfirmationTypeInProgress	dec
PropertyInt	169	0xA9	TsysMutationData	dec
PropertyInt	170	0xAA	NumItemsInMaterial	dec
PropertyInt	171	0xAB	NumTimesTinkered	dec
PropertyInt	172	0xAC	AppraisalLongDescDecoration	dec
PropertyInt	173	0xAD	AppraisalLockpickSuccessPercent	dec
PropertyInt	174	0xAE	AppraisalPages	dec
PropertyInt	175	0xAF	AppraisalMaxPages	dec
PropertyInt	176	0xB0	AppraisalItemSkill	dec
PropertyInt	177	0xB1	GemCount	dec
PropertyInt	178	0xB2	GemType	dec
PropertyInt	179	0xB3	ImbuedEffect	dec
PropertyInt	180	0xB4	AttackersRawSkillValue	dec
PropertyInt	181	0xB5	ChessRank	dec
PropertyInt	182	0xB6	ChessTotalGames	dec
PropertyInt	183	0xB7	ChessGamesWon	dec
PropertyInt	184	0xB8	ChessGamesLost	dec
PropertyInt	185	0xB9	TypeOfAlteration	dec
PropertyInt	186	0xBA	SkillToBeAltered	dec
PropertyInt	187	0xBB	SkillAlterationCount	dec
PropertyInt	188	0xBC	HeritageGroup	dec
PropertyInt	189	0xBD	TransferFromAttribute	dec
PropertyInt	190	0xBE	TransferToAttribute	dec
PropertyInt	191	0xBF	AttributeTransferCount	dec
PropertyInt	192	0xC0	FakeFishingSkill	dec
PropertyInt	193	0xC1	NumKeys	dec
PropertyInt	194	0xC2	DeathTimestamp	dec
PropertyInt	195	0xC3	PkTimestamp	dec
PropertyInt	196	0xC4	VictimTimestamp	dec
PropertyInt	197	0xC5	HookGroup	dec
PropertyInt	198	0xC6	AllegianceSwearTimestamp	dec
PropertyInt	199	0xC7	HousePurchaseTimestamp	dec
PropertyInt	200	0xC8	RedirectableEquippedArmorCount	dec
PropertyInt	201	0xC9	MeleeDefenseImbuedEffectTypeCache	dec
PropertyInt	202	0xCA	MissileDefenseImbuedEffectTypeCache	dec
PropertyInt	203	0xCB	MagicDefenseImbuedEffectTypeCache	dec
PropertyInt	204	0xCC	ElementalDamageBonus	dec
PropertyInt	205	0xCD	ImbueAttempts	dec
PropertyInt	206	0xCE	ImbueSuccesses	dec
PropertyInt	207	0xCF	CreatureKills	dec
PropertyInt	208	0xD0	PlayerKillsPk	dec
PropertyInt	209	0xD1	PlayerKillsPkl	dec
PropertyInt	210	0xD2	RaresTierOne	dec
PropertyInt	211	0xD3	RaresTierTwo	dec
PropertyInt	212	0xD4	RaresTierThree	dec
PropertyInt	213	0xD5	RaresTierFour	dec
PropertyInt	214	0xD6	RaresTierFive	dec
PropertyInt	215	0xD7	AugmentationStat	dec
PropertyInt	216	0xD8	AugmentationFamilyStat	dec
PropertyInt	217	0xD9	AugmentationInnateFamily	dec
PropertyInt	218	0xDA	AugmentationInnateStrength	dec
PropertyInt	219	0xDB	AugmentationInnateEndurance	dec
PropertyInt	220	0xDC	AugmentationInnateCoordination	dec
PropertyInt	221	0xDD	AugmentationInnateQuickness	dec
PropertyInt	222	0xDE	AugmentationInnateFocus	dec
PropertyInt	223	0xDF	AugmentationInnateSelf	dec
PropertyInt	224	0xE0	AugmentationSpecializeSalvaging	dec
PropertyInt	225	0xE1	AugmentationSpecializeItemTinkering	dec
PropertyInt	226	0xE2	AugmentationSpecializeArmorTinkering	dec
PropertyInt	227	0xE3	AugmentationSpecializeMagicItemTinkering	dec
PropertyInt	228	0xE4	AugmentationSpecializeWeaponTinkering	dec
PropertyInt	229	0xE5	AugmentationExtraPackSlot	dec
PropertyInt	230	0xE6	AugmentationIncreasedCarryingCapacity	dec
PropertyInt	231	0xE7	AugmentationLessDeathItemLoss	dec
PropertyInt	232	0xE8	AugmentationSpellsRemainPastDeath	dec
PropertyInt	233	0xE9	AugmentationCriticalDefense	dec
PropertyInt	234	0xEA	AugmentationBonusXp	dec
PropertyInt	235	0xEB	AugmentationBonusSalvage	dec
PropertyInt	236	0xEC	AugmentationBonusImbueChance	dec
PropertyInt	237	0xED	AugmentationFasterRegen	dec
PropertyInt	238	0xEE	AugmentationIncreasedSpellDuration	dec
PropertyInt	239	0xEF	AugmentationResistanceFamily	dec
PropertyInt	240	0xF0	AugmentationResistanceSlash	dec
PropertyInt	241	0xF1	AugmentationResistancePierce	dec
PropertyInt	242	0xF2	AugmentationResistanceBlunt	dec
PropertyInt	243	0xF3	AugmentationResistanceAcid	dec
PropertyInt	244	0xF4	AugmentationResistanceFire	dec
PropertyInt	245	0xF5	AugmentationResistanceFrost	dec
